Lemma, CV1, CV2, distance
neqelpû I,DIRIpu,neqelpii,7
neqelpû I,DIRIpu,iqqe₂leppuu₂,10
zunnu I,IM.ŠEG₃,IM.ŠEG₃,0
zunnu I,IM.ŠEG₃,ŠEG₃,3
zunnu I,IM.ŠEG₃,ŠEG₃ME,5
zunnu I,IM.ŠEG₃,ŠEG₃MEŠ,6
zunnu I,IM.ŠEG₃,zuunna,7
zunnu I,IM.ŠEG₃,{im}ŠEG₃,4
zunnu I,IM.ŠEG₃,zuunnu,7
zunnu I,IM.ŠEG₃,{tum₉}ŠEG₃MEŠ,9
zunnu I,IM.ŠEG₃,AM₃,5
zunnu I,IM.ŠEG₃,ŠEG₃nu,5
zunnu I,IM.ŠEG₃,zuunnakunu,10
zunnu I,IM.ŠEG₃,ŠEG₃MEŠšu₂,8
zunnu I,IM.ŠEG₃,IM.ŠEG₃MEŠ,3
zunnu I,IM.ŠEG₃,zuunni,7
zunnu I,IM.ŠEG₃,zuunnašu,8
zunnu I,IM.ŠEG₃,zuunnašu₂,9
zunnu I,IM.ŠEG₃,AM₃MEŠ,5
zunnu I,IM.ŠEG₃,{tum₉}ŠEG₃,6
zunnu I,IM.ŠEG₃,ŠEG₃.ME,6
zunnu I,IM.ŠEG₃,ŠEG₃MEšu₂,8
zunnu I,IM.ŠEG₃,ŠEG₃.MEŠ,7
zunnu I,IM.ŠEG₃,{im}ŠEG₃MEŠ,7
ezēbu I,TAG₄,TAG₄,0
ezēbu I,TAG₄,TAK₄MEŠšu₂,7
ezēbu I,TAG₄,TAG₄MEŠma,5
ezēbu I,TAG₄,ezib,4
ezēbu I,TAG₄,ezima,5
ezēbu I,TAG₄,TAG₄MEŠšu₂,6
ezēbu I,TAG₄,TAG₄šu₂,3
ezēbu I,TAG₄,tušezibi,8
ezēbu I,TAG₄,TAK₄ma,3
ezēbu I,TAG₄,{m}mušezibu,11
ezēbu I,TAG₄,TAG₄su,2
ezēbu I,TAG₄,TAG₄ib,2
ezēbu I,TAG₄,TAG₄MEŠšima,7
ezēbu I,TAG₄,šuzibiinni,10
ezēbu I,TAG₄,izziib,6
ezēbu I,TAG₄,TAK₄,1
ezēbu I,TAG₄,šuzubišu₂,9
ezēbu I,TAG₄,TAK₄ka,3
ezēbu I,TAG₄,IB₂.TAK₄ME,7
ezēbu I,TAG₄,TAG₄ši,2
ezēbu I,TAG₄,TAG₄MEŠ,3
ezēbu I,TAG₄,izzibaakka,10
ezēbu I,TAG₄,izzibu,6
ezēbu I,TAG₄,TAK₄ib,3
ezēbu I,TAG₄,TAG₄MEŠši,5
ezēbu I,TAG₄,ezibakum,8
ezēbu I,TAG₄,te₂zibaam(KUM),14
ezēbu I,TAG₄,šuzubu,6
ezēbu I,TAG₄,TAK₄et,3
ezēbu I,TAG₄,TAG₄MEšu₂,5
ezēbu I,TAG₄,ezibu,5
ezēbu I,TAG₄,eziib,5
ezēbu I,TAG₄,TAK₄MEŠ,4
ezēbu I,TAG₄,izibu,5
ezēbu I,TAG₄,TAK₄šu₂,4
ezēbu I,TAG₄,izzibšu,7
ezēbu I,TAG₄,tezib,5
ezēbu I,TAG₄,KAR,3
ezēbu I,TAG₄,šuzibaannima,12
ezēbu I,TAG₄,te₂zibaam,9
ezēbu I,TAG₄,iizziib,7
ezēbu I,TAG₄,tezibani,8
ezēbu I,TAG₄,TAG₄šu₂ma,5
ezēbu I,TAG₄,ite₉ezbu;niim,13
ezēbu I,TAG₄,ezebi,5
ezēbu I,TAG₄,u₂šezib,7
ezēbu I,TAG₄,TAKA₄MEŠši,7
ezēbu I,TAG₄,ezuub,5
ezēbu I,TAG₄,teezzib,7
ezēbu I,TAG₄,ezebu,5
ezēbu I,TAG₄,šuzuba,6
ezēbu I,TAG₄,ezzibšu₂,8
ezēbu I,TAG₄,izib,4
ezēbu I,TAG₄,izibšu,6
ezēbu I,TAG₄,izibaam,7
ezēbu I,TAG₄,TAK₄it,3
ezēbu I,TAG₄,mušezib,7
ezēbu I,TAG₄,lišezibuka,10
ezēbu I,TAG₄,šuzubi,6
ezēbu I,TAG₄,šuzuubbu,8
ezēbu I,TAG₄,TAG₄MEŠni,5
ezēbu I,TAG₄,eziba,5
ezēbu I,TAG₄,TAKA₄MEŠšu₂,8
ezēbu I,TAG₄,tezibma,7
ezēbu I,TAG₄,izibši,6
ezēbu I,TAG₄,TAK₄šu₂ma,6
ezēbu I,TAG₄,ušteezzeb,9
ezēbu I,TAG₄,TAK₄MEŠši,6
šanû II,MANma,MANma,0
šanû II,MANma,MINe,3
šanû II,MANma,2i,5
šanû II,MANma,ša₂MANma,3
šanû II,MANma,MANMEŠma,3
šanû II,MANma,ša₂nimma,6
šanû II,MANma,MAN(EŠ)ma,4
šanû II,MANma,ša₂namma,6
šanû II,MANma,MANtimma,3
šanû II,MANma,MINu,3
šanû II,MANma,ša₂naat,6
šanû II,MANma,MINšu,3
šanû II,MANma,ša₂ni,5
šanû II,MANma,ša₂nitu₂ma,8
šanû II,MANma,MANti,2
šanû II,MANma,ša₂ne₂e,7
šanû II,MANma,šanimma,5
šanû II,MANma,MANtamma,3
šanû II,MANma,MIN,3
šanû II,MANma,šanama,4
šanû II,MANma,ša₂nitam,7
šanû II,MANma,ša₂nutima,7
šanû II,MANma,MIN₃ma,2
nakkaptu I,SAG.KI,SAG.KI,0
nakkaptu I,SAG.KI,SAG.KIšu₂,3
nakkaptu I,SAG.KI,SAG.KIMEŠšu₂,6
nakkaptu I,SAG.KI,SAG.KIMINšu₂,6
nakkaptu I,SAG.KI,nakkapti,8
nakkaptu I,SAG.KI,SAG.KIša₂,3
nakkaptu I,SAG.KI,nakapti,7
nakkaptu I,SAG.KI,SAGKIMEŠšu₂,7
nakkaptu I,SAG.KI,SAG.KI.MEŠšu₂nu,9
nakkaptu I,SAG.KI,nakkaptišu₂,11
nakkaptu I,SAG.KI,SAG.KIMEšu₂,5
nakkaptu I,SAG.KI,SAG.KIia,2
nakkaptu I,SAG.KI,SAG.KI.MEŠšu₂,7
nakkaptu I,SAG.KI,SAG.KIMEŠšu,5
nakkaptu I,SAG.KI,{na₄}SAG.KI,5
nakkaptu I,SAG.KI,SAG.KIšu,2
rūšu I,ruuššu,ruuššu,0
rūšu I,ruuššu,rušaam,4
rūšu I,ruuššu,ruušša,1
šanû I,MIN,MIN,0
šanû I,MIN,MANnu,3
šanû I,MIN,ša₂nuu₂,7
šanû I,MIN,MANu₂,3
šanû I,MIN,šanuum,6
šanû I,MIN,ša₂nutu₂,8
šanû I,MIN,MINu₂,2
šanû I,MIN,ša₂nii,6
šanû I,MIN,MIN₃u₂,3
šanû I,MIN,2{+i},5
šanû I,MIN,ša₂nitu₂,8
šanû I,MIN,ša₂niti,7
šanû I,MIN,šaniim,6
šanû I,MIN,MANtu₄,4
šanû I,MIN,2i,3
šanû I,MIN,MINi,1
šanû I,MIN,2.KAM.MA,7
šanû I,MIN,šanitum,7
šanû I,MIN,šanii,5
šanû I,MIN,2.KAM,5
šanû I,MIN,ša₂namma,8
šanû I,MIN,ša₂nam,6
šanû I,MIN,{lu₂}2i,7
šanû I,MIN,2u₂,3
šanû I,MIN,20u₂,4
šanû I,MIN,ša₂ne₂e,7
šanû I,MIN,2.KAM@v,6
šanû I,MIN,šanamma,7
šanû I,MIN,MINma,2
šanû I,MIN,ša₂numma,8
šanû I,MIN,ša₂nuu₂tu₂,10
ummu II,KUM₂,KUM₂,0
ummu II,KUM₂,AMAMEŠ,5
ummu II,KUM₂,ummu,4
ummu II,KUM₂,KUM₂.KUM₂,5
ummu II,KUM₂,AMA.MEŠ,6
ummu II,KUM₂,KUM₂MEŠ,3
ummu II,KUM₂,ummi,4
ummu II,KUM₂,ummat,5
ummu II,KUM₂,NE,4
ummu II,KUM₂,KUM₂šu₂,3
ummu II,KUM₂,E₂MEŠ,4
ummu II,KUM₂,umma,4
ummu II,KUM₂,ummati,6
ummu II,KUM₂,ummatu₄,7
ummu II,KUM₂,ummatu,6
sâku I,tasak₃,tasak₃,0
sâku I,tasak₃,SUD₂,6
sâku I,tasak₃,tasaak,2
sâku I,tasak₃,tuzak,3
sâku I,tasak₃,tasak₃ma,2
sâku I,tasak₃,SUD₂ma,6
sâku I,tasak₃,tusak₆,2
lêmu I,ileem,ileem,0
lêmu I,ileem,ilem,1
lêmu I,ileem,laaʾimi,6
hīlu I,ILLU,ILLU,0
hīlu I,ILLU,{u₂}ILLU,4
hīlu I,ILLU,{u₂}hiil,8
hīlu I,ILLU,hili,4
hīlu I,ILLU,{šim}ILLU,5
hīlu I,ILLU,hilu,4
abukkatu I,abukat₃,abukat₃,0
abukkatu I,abukat₃,LI.TAR,7
abukkatu I,abukat₃,LI.DUR,7
abukkatu I,abukat₃,{u₂}abuukkata₅,8
abukkatu I,abukat₃,{giš}abukatu₂,7
abukkatu I,abukat₃,abukati,1
kūṣu I,kuṣu₂,kuṣu₂,0
kūṣu I,kuṣu₂,kuuṣṣi,3
kūṣu I,kuṣu₂,EN.TE.NA,8
kūṣu I,kuṣu₂,kuṣi,2
kūṣu I,kuṣu₂,kuuṣ,2
kūṣu I,kuṣu₂,kuuṣṣu,3
kūṣu I,kuṣu₂,SED,5
kūṣu I,kuṣu₂,kuṣ₂ṣi,3
kūṣu I,kuṣu₂,kuṣ₂ṣu,3
kūṣu I,kuṣu₂,ŠED₇,5
hurbāšu I,hurbašu₂,hurbašu₂,0
hurbāšu I,hurbašu₂,hurbaašu,2
hurbāšu I,hurbašu₂,hurbašu,1
hurbāšu I,hurbašu₂,hurbaša₂,1
hurbāšu I,hurbašu₂,hurbaši,2
hurbāšu I,hurbašu₂,hurbaašu₂,1
utūnu I,UDUN,UDUN,0
utūnu I,UDUN,u₂tunu,6
utūnu I,UDUN,UDUNka,2
utūnu I,UDUN,u₂tuni,6
sābû I,{lu₂}sepii,{lu₂}sepii,0
sābû I,{lu₂}sepii,{lu₂}KURUN₂.NA,9
sābû I,{lu₂}sepii,{lu₂}KURUN.NAM,9
sābû I,{lu₂}sepii,LU₂.KURUN₂.NA,13
sābû I,{lu₂}sepii,{lu₂}KURUN.NA,8
sābû I,{lu₂}sepii,sebuu₂,9
sābû I,{lu₂}sepii,LU₂.KAŠ,9
sābû I,{lu₂}sepii,sabuum,10
sābû I,{lu₂}sepii,sabii,7
sābû I,{lu₂}sepii,{lu₂}sabii,2
sābû I,{lu₂}sepii,KURUN.NAM,10
sābû I,{lu₂}sepii,{lu₂}KAŠ.DIN.NA,10
sābû I,{lu₂}sepii,LU₂.KURUN.NA,12
sābû I,{lu₂}sepii,sibii,7
hātu I,hatu,hatu,0
hātu I,hatu,hattu₄,2
hātu I,hatu,hatta,2
hātu I,hatu,hatti,2
kalāma I,DU₃.A.BIma,DU₃.A.BIma,0
kalāma I,DU₃.A.BIma,DU₃.A.BI,2
kalāma I,DU₃.A.BIma,DU₃A.BI,3
kalāma I,DU₃.A.BIma,kalamu,9
kalāma I,DU₃.A.BIma,DU₃.ABI,3
kalāma I,DU₃.A.BIma,kalama,8
kalāma I,DU₃.A.BIma,DU₃ma,5
kalāma I,DU₃.A.BIma,u₂kallimanni,11
kalāma I,DU₃.A.BIma,DU.A.BI,3
kalāma I,DU₃.A.BIma,uktallimanni,11
kalāma I,DU₃.A.BIma,kalame,9
kalāma I,DU₃.A.BIma,kallamašinama,11
kalāma I,DU₃.A.BIma,DU₃.Ama,3
kalāma I,DU₃.A.BIma,DU₂.A.BI,3
kalāma I,DU₃.A.BIma,DU₃.A.BIši₄(KU)na,8
kalāma I,DU₃.A.BIma,kalaame,9
balālu I,HI.HI,HI.HI,0
balālu I,HI.HI,bullulu,7
balālu I,HI.HI,HI.HIma,2
balālu I,HI.HI,itaablaal,9
balālu I,HI.HI,HE.HE,2
balālu I,HI.HI,ablulkunuši,11
balālu I,HI.HI,aballal,7
balālu I,HI.HI,HIHI,1
balālu I,HI.HI,bululma,7
balālu I,HI.HI,ubtalil,7
balālu I,HI.HI,balil₂,6
balālu I,HI.HI,ittablalu,9
balālu I,HI.HI,baliilma,8
balālu I,HI.HI,buluul,6
balālu I,HI.HI,taballal,8
balālu I,HI.HI,taballa,7
balālu I,HI.HI,ballu,5
balālu I,HI.HI,balil,5
balālu I,HI.HI,iballal,7
balālu I,HI.HI,baliil,6
mamman I,mam₂ma,mam₂ma,0
mamman I,mam₂ma,mammaan,3
mamman I,mam₂ma,maamman,3
mamman I,mam₂ma,mamma,1
mamman I,mam₂ma,maamma,2
mamman I,mam₂ma,mamaan,3
mamman I,mam₂ma,maammanšu₂,6
mamman I,mam₂ma,manma,2
mamman I,mam₂ma,mam₂+ma,1
mamman I,mam₂ma,mimma,2
mamman I,mam₂ma,{lu₂}NA.ME,9
mamman I,mam₂ma,maammana,4
mamman I,mam₂ma,maammaan,4
mamman I,mam₂ma,LU₂.NA.ME,9
mamman I,mam₂ma,manmaan,4
mamman I,mam₂ma,maammu,3
mamman I,mam₂ma,mannamaanma,6
mamman I,mam₂ma,LU₂,5
mamman I,mam₂ma,maman,3
mamman I,mam₂ma,maammaman,4
mamman I,mam₂ma,NA.ME,6
mamman I,mam₂ma,mammana,3
mamman I,mam₂ma,manman,3
šūa I,šuatu,šuatu,0
šūa I,šuatu,šuatu₂,1
šūa I,šuatu,BI,5
šūa I,šuatu,šu₂atu₂,2
šūa I,šuatu,šu₂nuti,4
šūa I,šuatu,šunuti,3
bulṭu I,bulṭi,bulṭi,0
bulṭu I,bulṭi,bulṭu,1
bulṭu I,bulṭi,buulṭu,2
bulṭu I,bulṭi,buulṭi,1
bulṭu I,bulṭi,buulṭi₂,2
liqtu I,liqti,liqti,0
liqtu I,liqti,liqti₃,1
liqtu I,liqti,liqtu₂,2
liqtu I,liqti,liqtaate,4
liqtu I,liqti,liqit,2
liqtu I,liqti,liqtaatu₂,5
liqtu I,liqti,liqi₂it,3
ahû I,BARMEŠ,BARMEŠ,0
ahû I,BARMEŠ,BARtu₂,3
ahû I,BARMEŠ,ahiti,6
ahû I,BARMEŠ,ahiati,6
ahû I,BARMEŠ,ahii,6
ahû I,BARMEŠ,ahuu₂,6
ahû I,BARMEŠ,BARti,3
ahû I,BARMEŠ,BARtu₄,3
ahû I,BARMEŠ,DIDLI,6
ahû I,BARMEŠ,BAR.RA,3
ahû I,BARMEŠ,BAR,3
ahû I,BARMEŠ,ahaatu₂,7
ahû I,BARMEŠ,BARi,3
ahû I,BARMEŠ,ahuu,6
ahû I,BARMEŠ,ahee,6
ahû I,BARMEŠ,BARu₂,3
ahû I,BARMEŠ,ahutu₄,6
ahû I,BARMEŠ,ahaati,6
ahû I,BARMEŠ,ahutu₂,6
ahû I,BARMEŠ,BAR.MEŠ,1
ahû I,BARMEŠ,{mul}ahuu₂,10
tāhīzu I,tahizu,tahizu,0
Ninurta I,{d}ninurta,{d}ninurta,0
Ninurta I,{d}ninurta,{d}MAŠ,7
Ninurta I,{d}ninurta,{d}nin.urta,1
Ninurta I,{d}ninurta,{d}ninnu.urta,3
Ninurta I,{d}ninurta,{d}NINNU,7
Ninurta I,{d}ninurta,{d}MIN<(ninurta)>,7
Ninurta I,{d}ninurta,{d}NIN.URTA,8
Ninurta I,{d}ninurta,{d}ninnuurta,2
Ninurta I,{d}ninurta,{m}{d}MAŠDU₃PAPMEŠ,15
Gula I,{d}gula,{d}gula,0
Gula I,{d}gula,{d}gu.la,1
Gula I,{d}gula,{d}ME.ME,5
Gula I,{d}gula,{d}GU.LA,5
Gula I,{d}gula,{mul}GU.LA,8
Gula I,{d}gula,{mul}gula,3
Gula I,{d}gula,{d}ME.ME.KE₄,9
šasû I,šitasiia,šitasiia,0
šasû I,šitasiia,aša₂assuka,6
šasû I,šitasiia,šitaassiia,2
šasû I,šitasiia,šiissima,3
šasû I,šitasiia,issima,4
šasû I,šitasiia,GU₃.DE₂MEŠ,10
šasû I,šitasiia,GU₃sima,5
šasû I,šitasiia,issi,5
šasû I,šitasiia,iša₂assi,5
šasû I,šitasiia,GU₃.GU₃,8
šasû I,šitasiia,GU₃.GU₃u₂,9
šasû I,šitasiia,GU₃.GU₃sima,8
šasû I,šitasiia,GU₃si,6
šasû I,šitasiia,GU₃.DE₂u₂,9
šasû I,šitasiia,išassi,4
šasû I,šitasiia,šitaassišu₂,5
šasû I,šitasiia,GU₃.GU₃si,9
šasû I,šitasiia,DU₁₁si,6
šasû I,šitasiia,taša₂assi,6
šasû I,šitasiia,ša₂suu,6
šasû I,šitasiia,alsika,5
šasû I,šitasiia,alsikunuši,9
šasû I,šitasiia,ištanasi,6
šasû I,šitasiia,GU₃.DE₂.DE₂,11
šasû I,šitasiia,šitassiia,1
šasû I,šitasiia,GU₃u₂,8
šasû I,šitasiia,alsiki,6
šasû I,šitasiia,aša₂suka,6
šasû I,šitasiia,šitassii,2
šasû I,šitasiia,DUG₄.DUG₄si,11
šasû I,šitasiia,šasu₂,5
šasû I,šitasiia,iša;si,5
šasû I,šitasiia,ilsiki,5
šasû I,šitasiia,šitaassišu,4
šasû I,šitasiia,taša₂sii,5
šasû I,šitasiia,tašasii,4
šasû I,šitasiia,assima,5
šasû I,šitasiia,lilsaa,5
šasû I,šitasiia,ša₂see,6
šasû I,šitasiia,aša₂sika,5
šasû I,šitasiia,šasuu₂,5
šasû I,šitasiia,šasišu₂,5
šasû I,šitasiia,iišsuu₂,6
šasû I,šitasiia,šisima,3
šasû I,šitasiia,ša₂suu₂,6
šasû I,šitasiia,ilsima,4
šasû I,šitasiia,isasima,3
šasû I,šitasiia,ištasi,4
šasû I,šitasiia,altanasi,6
šasû I,šitasiia,DUG₄.DUG₄ma,10
šasû I,šitasiia,sitasšiia,2
šasû I,šitasiia,assikunuši,9
šasû I,šitasiia,iša₂assaa,5
šasû I,šitasiia,alsikinaši,8
šasû I,šitasiia,išaas₂si,6
šasû I,šitasiia,issuu₂,6
šasû I,šitasiia,{hepi₂}šitasišu₂,10
šasû I,šitasiia,ašasuka,5
šasû I,šitasiia,taša₂sanima,7
šasû I,šitasiia,ilsuu,6
šasû I,šitasiia,ilsuka,5
šasû I,šitasiia,GU₃.DE₂šu₂ma,11
šasû I,šitasiia,GU₂si,6
šasû I,šitasiia,ša₂saa,5
šasû I,šitasiia,iša₂as₂suu,7
šasû I,šitasiia,lulsi,6
šasû I,šitasiia,altanaši,6
šasû I,šitasiia,eltašuuka,6
šasû I,šitasiia,ša₂sušu₂,7
šasû I,šitasiia,il(IG)sukaama,11
šasû I,šitasiia,ilsukaama,8
šasû I,šitasiia,GU₃.GU₃MEŠ,10
šasû I,šitasiia,liissi,5
šasû I,šitasiia,ištanaassuu₂,9
šasû I,šitasiia,šasuu,5
šasû I,šitasiia,issuma,5
šasû I,šitasiia,ša₂saat,6
šasû I,šitasiia,ilsi,5
šasû I,šitasiia,šitaassiya,3
šasû I,šitasiia,lilsi,5
šasû I,šitasiia,alsikina,6
šasû I,šitasiia,šitasiia₂,1
šasû I,šitasiia,iša₂assuki,7
šasû I,šitasiia,GU₃.DE₂.DE₂MEŠsi,16
šasû I,šitasiia,lilsuu₂,6
šasû I,šitasiia,ša₂sišu₂,6
šasû I,šitasiia,išesi,5
šasû I,šitasiia,taas₂sima,6
šasû I,šitasiia,ištanaassi,7
šasû I,šitasiia,iše₂₀si,6
šasû I,šitasiia,asi₂šum,7
qerbu II,qe₂reb,qe₂reb,0
qerbu II,qe₂reb,qerbišu₂,6
qerbu II,qe₂reb,qe₂rebšu₂,3
qerbu II,qe₂reb,qerbušu₂,6
qerbu II,qe₂reb,qe₂reeb,1
qerbu II,qe₂reb,qereb,1
qerbu II,qe₂reb,qerbu,3
qerbu II,qe₂reb,qerbi,3
qerbu II,qe₂reb,ŠA₃.MEŠšu₂,10
qerbu II,qe₂reb,qi₂irbi,4
qerbu II,qe₂reb,qe₂rib,1
qerbu II,qe₂reb,ŠA₃MEŠšu₂,9
qerbu II,qe₂reb,ŠA₂MEŠšu₂,8
qerbu II,qe₂reb,ŠA₃,6
qerbu II,qe₂reb,qerbinu,5
qerbu II,qe₂reb,ŠA₃šu₂,6
qerbu II,qe₂reb,ŠA₃.MEšu₂,9
qerbu II,qe₂reb,ŠA₃MINšu₂,9
qerbu II,qe₂reb,qe₂rebša₂,3
qerbu II,qe₂reb,qerbuuššu,7
bābu I,KA₂,KA₂,0
bābu I,KA₂,KA₂šu₂,3
bābu I,KA₂,ME.NI,5
bābu I,KA₂,KA₂MEŠ,3
bābu I,KA₂,ME(DIŠ).NI,10
bābu I,KA₂,baab,4
bābu I,KA₂,KA₂šu₂nu,5
bābu I,KA₂,baabi,5
bābu I,KA₂,KA₂.BAR.REšu₂,10
bābu I,KA₂,KA₂GU₁₀,4
bābu I,KA₂,KA₂@vša₂,5
bābu I,KA₂,baabšu,6
bābu I,KA₂,babiki,6
bābu I,KA₂,babi,4
bābu I,KA₂,KA₂MU,2
bābu I,KA₂,KA₂MINMU,5
bābu I,KA₂,KA₂MIN,3
bābu I,KA₂,KA₂MINia,5
bābu I,KA₂,KA₂šu,2
bābu I,KA₂,KA₂šu₂un,5
bābu I,KA₂,babaam,6
bābu I,KA₂,KA₂.AN.AŠ.AM₃,10
bābu I,KA₂,KA₂MEŠšu₂,6
bābu I,KA₂,KA₂ša₂,3
bābu I,KA₂,KA₂ia,2
bābu I,KA₂,KA₂išu₂,4
bābu I,KA₂,babuša₂,6
bābu I,KA₂,KA₂ka,2
bābu I,KA₂,baabu,5
šalšu I,šalšu₂,šalšu₂,0
šalšu I,šalšu₂,⅓,6
šalšu I,šalšu₂,3.KAM@v,7
šalšu I,šalšu₂,3tu₄,5
šalšu I,šalšu₂,3.KAM,6
šalšu I,šalšu₂,šalšu,1
šalšu I,šalšu₂,3šu₂nu,5
šalšu I,šalšu₂,3šu₂,3
šalšu I,šalšu₂,šalši,2
šalšu I,šalšu₂,šaluuštum,4
šalšu I,šalšu₂,3.KAM.MA,8
šalšu I,šalšu₂,šalsu₂,1
šalšu I,šalšu₂,3šu,4
šalšu I,šalšu₂,ša₂lultu₄,5
šalšu I,šalšu₂,šalša₂atu₂,4
mašīhu I,mašihu,mašihu,0
mašīhu I,mašihu,{giš}mašihu,5
mašīhu I,mašihu,{dug}mašihu,5
mašīhu I,mašihu,mašiMA,2
mašīhu I,mašihu,{giš}mašihi,6
mukallimtu I,mukallimtu₂,mukallimtu₂,0
mukallimtu I,mukallimtu₂,NIG₂.PAD₃.DA,12
mukallimtu I,mukallimtu₂,mukallimti,2
mukallimtu I,mukallimtu₂,mukallimtu,1
mukallimtu I,mukallimtu₂,NIG₂.PA₃.DA,11
mukallimtu I,mukallimtu₂,mukallimtu₄,1
mukallimtu I,mukallimtu₂,NIG₂.MU.PAD₃.DA,15
mukallimtu I,mukallimtu₂,mukallimda,3
mukallimtu I,mukallimtu₂,mukallimeti,3
inu I,inu,inu,0
inu I,inu,enu,1
inu I,inu,inušu,2
šitrāhu I,šitrahu,šitrahu,0
šitrāhu I,šitrahu,šitraah,2
šitrāhu I,šitrahu,šitrahi,1
balāṭu I,TI.ILia,TI.ILia,0
balāṭu I,TI.ILia,DINṭi,5
balāṭu I,TI.ILia,TIN,5
balāṭu I,TI.ILia,luubluṭ,7
balāṭu I,TI.ILia,balaṭu,7
balāṭu I,TI.ILia,TI.LAšu₂,5
balāṭu I,TI.ILia,bala₂ṭi,7
balāṭu I,TI.ILia,TI.LA,3
balāṭu I,TI.ILia,balaṭa,6
balāṭu I,TI.ILia,balaṭi,6
balāṭu I,TI.ILia,ZIšu₂,6
balāṭu I,TI.ILia,ZIti₃,5
balāṭu I,TI.ILia,balaṭišu₂,8
balāṭu I,TI.ILia,balaṭiia,6
balāṭu I,TI.ILia,DIN,6
balāṭu I,TI.ILia,TIma,4
balāṭu I,TI.ILia,TI,5
balāṭu I,TI.ILia,balaṭam,7
balāṭu I,TI.ILia,bu₂talluṭi,10
balāṭu I,TI.ILia,NAM.TI.LA,7
balāṭu I,TI.ILia,TI.LAsu,4
balāṭu I,TI.ILia,bala₂ṭu,7
balāṭu I,TI.ILia,balaṭ,7
balāṭu I,TI.ILia,TIšu₂,5
balāṭu I,TI.ILia,DINšu₂,6
balāṭu I,TI.ILia,TI.LAMEŠ,5
balāṭu I,TI.ILia,buulluṭu,8
balāṭu I,TI.ILia,TI.LAia,2
balāṭu I,TI.ILia,TIa,4
balāṭu I,TI.ILia,balaṭsu,7
balāṭu I,TI.ILia,ZItušu₂,6
balāṭu I,TI.ILia,balaṭi₃,6
balāṭu I,TI.ILia,DINma,5
balāṭu I,TI.ILia,TI.LAia₂,3
balāṭu I,TI.ILia,TINia,3
balāṭu I,TI.ILia,balṭakuma,8
balāṭu I,TI.ILia,balaṭi₂šu₂nu,11
balāṭu I,TI.ILia,balaṭaka,7
balāṭu I,TI.ILia,TI.LAka,3
sarrūtu I,šarrutiia,šarrutiia,0
sarrūtu I,šarrutiia,sarrutiia,1
sarrūtu I,šarrutiia,sarrutu,4
gerginakku I,IM.GU₂.LA₂,IM.GU₂.LA₂,0
Ninua I,NINA{ki},NINA{ki},0
Ninua I,NINA{ki},{uru}ninua,9
Ninua I,NINA{ki},nina{ki},4
Ninua I,NINA{ki},AB.NA{ki},3
Ninua I,NINA{ki},{uru}NINA,9
ahrâtaš I,ahrataš,ahrataš,0
hadîš I,hadiš,hadiš,0
hadîš I,hadiš,hadiiš,1
karābu II,kitarraba,kitarraba,0
karābu II,kitarraba,likrubuka,7
karābu II,kitarraba,kuruub,6
karābu II,kitarraba,liktarraba,2
karābu II,kitarraba,ikruubšu₂nuti,12
karābu II,kitarraba,niiktanarabušum,9
karābu II,kitarraba,likrubu,6
karābu II,kitarraba,ikarrab,3
karābu II,kitarraba,likruub,6
karābu II,kitarraba,kitrab,3
karābu II,kitarraba,ikrubu,6
karābu II,kitarraba,likrubaakum,9
karābu II,kitarraba,ŠUD₃,9
karābu II,kitarraba,likruub(UG)šu₂,12
karābu II,kitarraba,kurbanimma,7
karābu II,kitarraba,akarrabu,4
karābu II,kitarraba,ikrubušu₂,9
karābu II,kitarraba,akarrabakkuniši,10
karābu II,kitarraba,ikarrabuka,4
karābu II,kitarraba,akarabakkunuši,11
karābu II,kitarraba,liikterbu,7
karābu II,kitarraba,ikkarrab,4
karābu II,kitarraba,akarrab,4
karābu II,kitarraba,iktarrabu,3
karābu II,kitarraba,akarrabkunuši,9
karābu II,kitarraba,katrabama,5
karābu II,kitarraba,ikriib,6
karābu II,kitarraba,kitaraba,1
karābu II,kitarraba,liktarrabu,3
karābu II,kitarraba,liktarrabuka,4
karābu II,kitarraba,takarrabma,4
karābu II,kitarraba,ikarrabki,4
karābu II,kitarraba,ŠUD₃ub,8
karābu II,kitarraba,ŠUD₃šu,9
karābu II,kitarraba,akarraabkunuši,10
karābu II,kitarraba,kurbanni,7
karābu II,kitarraba,ikarabuka,5
karābu II,kitarraba,ikarrabuuš,5
šarrūtu I,LUGALti,LUGALti,0
šarrūtu I,LUGALti,šarrutišu₂,8
šarrūtu I,LUGALti,LUGALussu,4
šarrūtu I,LUGALti,MANtišu₂,7
šarrūtu I,LUGALti,LUGALu₂tu,3
šarrūtu I,LUGALti,LUGALu₂(LU)tu,7
šarrūtu I,LUGALti,NAM.LUGAL,6
šarrūtu I,LUGALti,NAM.LUGAL{+e},8
šarrūtu I,LUGALti,LUGALsunu,4
šarrūtu I,LUGALti,LUGALtiia₅,3
šarrūtu I,LUGALti,NAM.LUGAL.LA,7
šarrūtu I,LUGALti,LUGALtiia,2
šarrūtu I,LUGALti,LUGALu₂tišu,4
šarrūtu I,LUGALti,LUGALu₂ti,2
šarrūtu I,LUGALti,šarrutišu,7
šarrūtu I,LUGALti,LUGALte,1
šarrūtu I,LUGALti,LUGALtu₂,2
